Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
Pokémon the Movie: Genesect and the Legend Awakened,2013,TV-Y7,19 Oct 2013,96 min,"Animation, Action, Adventure",Kunihiko Yuyama,"Hideki Sonoda, Satoshi Tajiri, Jun'ichi Masuda","Sarah Natochenny, Eileen Stevens, Jason Griffith","Ash, Pikachu, and friends must stop Mewtwo and a group of Genesect from the destroying the city.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BOGQ4MmY0ZWEtNmI4NC00NWZlLWE5ZjEtNWUxNjg2MTY0ZGI3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",N/A,5.4,"1,743",tt3257582,movie,N/A,N/A,N/A,N/A,True,
Dick Figures: The Movie,2013,TV-14,17 Sep 2013,73 min,"Animation, Action, Adventure","Zack Keller, Ed Skudder","Ed Skudder, Zack Keller","Ed Skudder, Zack Keller, Eric Bauza","Red and Blue journey around the world to find The Great Sword of Destiny. Blue discovers that Red was never his friend at all, now they are enemies and are in worst situations imaginable.","English, Japanese, French",United States,N/A,https://m.media-amazon.com/images/M/MV5BMTA3NDk1NTUzNTJeQTJeQWpwZ15BbWU4MDYzMjAzMDAx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,"1,566",tt2312262,movie,N/A,N/A,N/A,N/A,True,
Speciesism: The Movie,2013,Not Rated,18 Sep 2013,94 min,"Documentary, Comedy",Mark Devries,N/A,"Steven Best, Richard Dawkins, Gary Francione","A young man begins investigating the underworld of ""factory farming"" and soon discovers a growing political and intellectual movement that considers animals as important as humans.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTExOTc1MTU3NDVeQTJeQWpwZ15BbWU4MDYxMjcyNTAx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Metacritic', 'Value': '27/100'}]",27,7.9,"1,351",tt2359814,movie,N/A,N/A,N/A,N/A,True,
Lupin III vs. Detective Conan: The Movie,2013,N/A,30 Jan 2015,107 min,"Animation, Action, Crime",Hajime Kamegaki,"Monkey Punch, Gôshô Aoyama, Atsushi Maekawa","Kan'ichi Kurita, Minami Takayama, AmaLee","It is a cross over between the series Lupin III and Case Closed and takes place after the television special Lupin the 3rd vs Detective Conan, additionally incorporating various elements from its predecessor in its plot. The plot ...",Japanese,Japan,1 nomination,https://m.media-amazon.com/images/M/MV5BNDRlNmFjMzYtMDYzZi00NDI4LWE1MDItZGJmNmEwZTRhOWFhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,"1,244",tt3335192,movie,N/A,N/A,N/A,N/A,True,
Paranormal Movie,2013,Not Rated,09 Apr 2013,88 min,"Comedy, Horror",Kevin P. Farley,Lisa Baget,"Kevin P. Farley, Carly Craig, Nicky Whelan","A man, long haunted by the paranormal, captures on camera the horror and hilarity he and his beautiful girlfriend encounter after moving into a new home.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTU1Mzg3ODQyN15BMl5BanBnXkFtZTcwNzM1MTI2OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.3/10'}]",N/A,2.3,"1,049",tt2392846,movie,N/A,N/A,N/A,N/A,True,
Cheech & Chong's Animated Movie,2013,R,18 Mar 2013,84 min,"Animation, Comedy","Branden Chambers, Eric D. Chambers","Tommy Chong, Cheech Marin","Tommy Chong, Cheech Marin",You're not hallucinating... It's legendary toker jokers Cheech &amp; Chong as you've never seen them before - in their very first animated movie.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjA0MjUyNzc3NF5BMl5BanBnXkFtZTcwNzkzNjQ3NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]",N/A,4.7,962,tt1340803,movie,N/A,N/A,N/A,N/A,True,
Persona 3 the Movie: #1 Spring of Birth,2013,Not Rated,23 Nov 2013,97 min,"Animation, Action, Adventure",Noriaki Akitaya,"Kazuma Kaneko, Jun Kumagai, Koji Okada","Hideyuki Hori, Mao Ichimichi, Akira Ishida","In the spring, male student Makoto Yuki transfers to Gekkoukan High School. However, as he heads to his new dormitory, listening to the music on his headphones, he is stopped. More precisely, time has stopped, and the people who w...",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BZjI3ZGJhNGUtZTEyZi00YjFkLWJlMDMtNjU5MmMxZmM4Yjg2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,923,tt3198652,movie,N/A,N/A,N/A,N/A,True,
The Hardy Bucks Movie,2013,PG,21 Feb 2013,89 min,"Comedy, Drama",Mike Cockayne,"Mike Cockayne, Gerry Greaney","Martin Maloney, Owen Colgan, Chris Tordoff","Eddie Durkan, the self-proclaimed leader of the 'Bucks is dreading spending another summer bored out of his skull. Ireland has qualified for the Euros in Poland, but with no money and apathetic mates, the task falls to Eddie to ge...",English,Ireland,1 nomination,https://m.media-amazon.com/images/M/MV5BOTBhYTFiNDktZGQ1MS00ZTYyLTg3ZDAtNzlmMDlhNjMxNzBlXkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,829,tt2645164,movie,N/A,N/A,N/A,N/A,True,
"Love, Chunibyo & Other Delusions the Movie: Rikka Takanashi Revision",2013,N/A,14 Sep 2013,96 min,"Animation, Comedy, Drama",Taichi Ishidate,"Torako, Jukki Hanada, Marta Bechtol","Maaya Uchida, Jun Fukuyama, Chinatsu Akasaki","The main heroine, she wields a ""Wicked Eye"" darkness tamed by the power of a pure heart, which she conceals underneath an eye-patch. She is cautious of strangers and she is also rather clumsy, often tripping over and forgetting th...",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BNjBjMWRjY2QtYjdmMi00MjhhLWI3ZDctZjdjZjFjZTYzOTM5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,731,tt3203996,movie,N/A,N/A,N/A,N/A,True,
Moshi Monsters: The Movie,2013,TV-PG,20 Dec 2013,81 min,"Animation, Adventure, Comedy","Wip Vernooij, Morgan Francis","Hwang Wook, Mind Candy, Jocelyn Stevenson","Phillipa Alexander, Tom Clarke Hill, Steve Cleverley","Join Katsuma, Poppet, Mr. Snoodle, and the other Moshi Monters in an action-packed, song-filled race against time. Together they must stop evil Dr. Strangeglove and his incompetent sidekick Fishlips.",English,"United Kingdom, South Korea, China",N/A,https://m.media-amazon.com/images/M/MV5BMTUwNjQxNTkxOV5BMl5BanBnXkFtZTgwNDU5MjI1MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]",N/A,3.2,687,tt3280730,movie,N/A,N/A,N/A,N/A,True,
Crimi Clowns: De Movie,2013,N/A,03 Apr 2013,102 min,"Comedy, Crime, Drama",Luk Wyns,Luk Wyns,"Frank Aendenboom, Silke Becu, Luc Caals",Not so long ago Ronny aka Clowns Norry and his crew were at the top of showbiz. Until he made a mistake that made headlines in the tabloids. Since then he has to struggle with a heap of financial and family troubles. So after dark...,Dutch,Belgium,1 nomination,https://m.media-amazon.com/images/M/MV5BMTY2NjkzOTM5OF5BMl5BanBnXkFtZTcwODAzMjQ1OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,672,tt2833408,movie,N/A,N/A,N/A,N/A,True,
Rock and Roll's Greatest Failure: Otway the Movie,2013,N/A,30 Jun 2013,97 min,Documentary,Steve Barker,N/A,"John Otway, David Crabtree, Eleanor Man","Billed as ""rock and roll's greatest failure,"" musician John Otway offers a lesson in how to survive in showbiz.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BNzEyOTg1NjMwMF5BMl5BanBnXkFtZTgwOTEzMDgzMDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,589,tt2357748,movie,N/A,N/A,N/A,N/A,True,
A Boy and His Atom: The World's Smallest Movie,2013,N/A,30 Apr 2013,2 min,"Animation, Short",Nico Casavecchia,"Susanne Baumann, Ryan Blank, Lauren Costa",Atom,"A wayward atom escapes life in a bit and encounters a friend he can dance, laugh and play with.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTM5MTg5NzM0OF5BMl5BanBnXkFtZTcwMjY1NTM1OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,450,tt2884148,movie,N/A,N/A,N/A,N/A,True,
2013 MTV Movie Awards,2013,TV-14,14 Apr 2013,140 min,Comedy,"Hamish Hamilton, Troy Miller","Josh Comers, Lauren Greenberg, Peter Karinen","Rebel Wilson, Utkarsh Ambudkar, Skylar Astin",Movie award show on the channel MTV,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTY5MDk5Mjg3Ml5BMl5BanBnXkFtZTcwMzU1ODgzOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",N/A,5.4,263,tt2806252,movie,N/A,N/A,N/A,N/A,True,
How Not to Make a Movie,2013,N/A,10 Apr 2013,49 min,"Documentary, Comedy","Jay Bauman, Mike Stoklasa",N/A,"Mike Stoklasa, Jay Bauman, Rich Evans, Lisa Renley","Both entertaining and educational, ""How Not to Make a Movie"" chronicles how the Red Letter Media guys all met and started making movies together, which lead to the disasterous production of...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZWJhNjVkMTMtN2Q5Yy00YWRlLWI2MjktZmVkMWRjYzFkYTJlXkEyXkFqcGdeQXVyMjIzMTk0MzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,258,tt4053592,movie,N/A,N/A,N/A,N/A,True,
No Ordinary Hero: The SuperDeafy Movie,2013,PG,01 Oct 2013,79 min,"Comedy, Drama, Family",Troy Kotsur,"John Maucere, Taly Ravid","John Maucere, Michelle Nunes, Zane Hencker",A deaf actor who plays a superhero on a TV show must look beyond the cape to inspire a deaf boy to believe in himself.,"English, American Sign ",United States,1 win,https://m.media-amazon.com/images/M/MV5BNjk3MjYzOTcyN15BMl5BanBnXkFtZTcwMzM5NjI3OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,244,tt2907898,movie,N/A,N/A,N/A,N/A,True,
Not Another Celebrity Movie,2013,N/A,03 Mar 2014,95 min,Comedy,Emilio Ferrari,N/A,"Dave Burleigh, Joey Sagal, John Di Domenico","Charlie Sheen getting the idea that Justin Bieber is his biological son, and recruiting famous friends like George Clooney, Brad Pitt, Angelina Jolie, and Donald Trump to help him kidnap the Bieb.",English,"United States, Belgium",N/A,https://m.media-amazon.com/images/M/MV5BMTkwMTUwODg3MV5BMl5BanBnXkFtZTcwMzgwMjY4OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.9/10'}]",N/A,2.9,210,tt2272582,movie,N/A,N/A,N/A,N/A,True,
Going Attractions: The Definitive Story of the American Drive-in Movie,2013,Not Rated,06 Jun 2013,85 min,"Documentary, Family, History",April Wright,April Wright,"Charles Bruss, Riley Cooke, Roger Corman","Once a vibrant part of American culture, drive-ins reached their peak in the late 50s with almost 5,000 dotting the nation. Although drive-ins are experiencing a resurgence, today less than 400 remain. In a nation that loves cars ...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjI2MDI2MjE2NF5BMl5BanBnXkFtZTcwMTcwMDgwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,197,tt2461226,movie,N/A,"$52,458",N/A,N/A,True,
Coboy Junior: The Movie,2013,N/A,05 Jun 2013,90 min,"Drama, Family, Musical",Anggy Umbara,Hilman Mutasi,"Iqbaal Dhiafakhri Ramadhan, Teuku Ryzki, Bastian Steel","The young boy band group called Coboy Junior's (Bastian, Iqbal, Aldi, Kiki) struggle to participate in the biggest singing and dancing competition in Indonesia.",Indonesian,Indonesia,2 nominations,https://m.media-amazon.com/images/M/MV5BM2I4OTYyZWYtNGYyOS00MjFmLThiZjEtM2I3MjgzMDdhNjViXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.7/10'}]",N/A,3.7,182,tt3032182,movie,N/A,N/A,N/A,N/A,True,
Cereal Killers Movie,2013,N/A,15 Dec 2013,N/A,Documentary,Yolanda Barker,N/A,"Donal O'Neill, Tim Noakes, John Briffa",A documentary about one man's attempt to turn the food pyramid on its head. Donal O'Neill ditches wheat and sugar in a food plan consisting of 70% fat - under the guidance of legendary South African Sports Scientist Prof. Tim Noakes.,English,South Africa,N/A,https://m.media-amazon.com/images/M/MV5BZDBiNTEyNDYtYTFkMi00ZTBiLTg4N2YtODdkZDZlNGFiMDNlXkEyXkFqcGdeQXVyNTU1ODUwMzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,178,tt4008352,movie,N/A,N/A,N/A,N/A,True,
Iris 2: The Movie,2013,N/A,19 Dec 2013,119 min,"Action, Adventure, Crime","Tae-hun Kim, Pyo Min-soo",N/A,"Lee Beom-su, Lee Da-hae, Jang Hyeok","Three years after a secret agent's tragic death at the hands of terrorist group IRIS, team leader Joon-han recruits a detective, Yoo-gun, to help him bring down an illegal arms unit. Soon, Yoo-gun's working alongside agent Soo-yeo...",Korean,South Korea,N/A,https://m.media-amazon.com/images/M/MV5BMjYxNGM1NGUtYjFiNS00NTA2LTg4OWMtYWZmYTRkYTE4MjVmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",N/A,5.4,171,tt5827216,movie,N/A,N/A,N/A,N/A,True,
Sid the Science Kid: The Movie,2013,Not Rated,25 Mar 2013,75 min,"Animation, Comedy, Family",Kirk R. Thatcher,Bradley Zweig,"Drew Massey, Alice Dinnean, Allan Trautman",Four kids travel through the amazing wonders of a science museum with their advanced robot tour guide.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTU4Njc2NjQyOV5BMl5BanBnXkFtZTcwOTMyMDg0OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]",N/A,4.8,162,tt2400433,movie,N/A,N/A,N/A,N/A,True,
Miffy the Movie,2013,G,30 Jan 2013,68 min,"Animation, Family, Music",Hans Perk,"James Still, Fine Trossel","Barry Atsma, Hanna Verboom, Isa Hoes","Miffy the Movie, set in a zoo, builds around a game that children know and love - a treasure hunt.","Dutch, English","Netherlands, United States",2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BMjI3NDkxMTczOF5BMl5BanBnXkFtZTgwMDUzMDA2MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",N/A,5.8,142,tt1690991,movie,N/A,N/A,N/A,N/A,True,
American Made Movie,2013,G,30 Aug 2013,82 min,"Documentary, Drama, History","Nathaniel Thomas McGill, Vincent Vittorio",Ryan C. Wilson,"Mark Andol, Merrie Buchsbaum, Robert DeMartini",This compelling new documentary explores the impact of American manufacturing on both ordinary citizens and the national economy.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNDM1NzQ5ODQ0NV5BMl5BanBnXkFtZTgwMjY2MjgwMDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.1,124,tt2710614,movie,N/A,"$45,175",N/A,N/A,True,
Fish N Chips: The Movie,2013,Not Rated,01 May 2013,92 min,Animation,Dan Krech,Ali Lynette-Krech,"John Leguizamo, Mario Cantone, Martin Villafana","Fish, a fish, is desperate to evolve into a landling. Chips, a cat, would like to return to his privileged lifestyle. Both of them need a talisman to achieve their goal. Unfortunately they are fighting for the same one, a magical ...",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BZTQ2ZjliMGUtZjM4ZC00ODY1LTk4MmMtMThmZDkxM2NkZGU2XkEyXkFqcGdeQXVyMTA5ODEyNTc5._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}]",N/A,4.9,111,tt2925552,movie,N/A,N/A,N/A,N/A,True,
Not Another Sci-Fi Movie,2013,Not Rated,N/A,90 min,"Comedy, Sci-Fi",Ryan Humphries,Ryan Humphries,"Janielle Atherton, Anna Peck","A mysterious ball of light and fire falls from the sky and crashes in the woods outside a small rural vacation cottage in Crows End where Brad, Adrian, Rachael, and Jessica have come for a relaxing weekend retreat. Unknowingly the...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjA2NjM3NjIzM15BMl5BanBnXkFtZTgwMTEyNDQxNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.5/10'}]",N/A,2.5,111,tt4796190,movie,N/A,N/A,N/A,N/A,True,
Blunt Movie,2013,N/A,20 Apr 2013,83 min,"Comedy, Romance",Jason Bunch,Jason Bunch,"Angie Everhart, Dennis Rodman, Pat Morita","Sketch comedy in the tradition of ""Kentucky Fried Movie"". Several TV commercial and movie parodies, sex, politics and crazy-humor sketches.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTg2MTYzNDYwNF5BMl5BanBnXkFtZTcwMzQzODc0OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,103,tt0452183,movie,N/A,N/A,Coming Attractions LLC,N/A,True,
Awesome Movie,2013,N/A,01 Jun 2013,97 min,"Adventure, Comedy, Romance",Olga Nechaeva,"Jay Milnamow, Gerald Yelverton","Zach Steffey, Gerald Yelverton, Jay Milnamow",A group of friends and the insanity that occurs over the course of a summer.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTU3ODczOTMwOF5BMl5BanBnXkFtZTcwNjY3NTU3OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,100,tt2932828,movie,N/A,N/A,N/A,N/A,True,
Occupy: The Movie,2013,Not Rated,25 Jan 2013,90 min,"Documentary, Drama, News",Corey Ogilvie,"Alexis Guarneri, Corey Ogilvie","Makh Aten, Andy Bichlbaum, Noam Chomsky","On September 17 2011, a worldwide social movement was born in New York City. This film documents who they are and what they protest.",English,"Canada, United States",1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BMjQ4MDQ1MTkwMF5BMl5BanBnXkFtZTcwMDEwODI1OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,88,tt2401752,movie,N/A,N/A,N/A,N/A,True,
