Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
Bring the Soul: The Movie,2019,Not Rated,07 Aug 2019,103 min,"Documentary, Music",Jun-Soo Park,N/A,"RM, Jin, j-hope",Korean pop group BTS set out on a world tour.,Korean,South Korea,N/A,https://m.media-amazon.com/images/M/MV5BYTQ0ZmJkMzYtNWRlNC00ZmM2LThkNDYtOTEwNzhjZmViY2FhXkEyXkFqcGdeQXVyODY5MDA4MjU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,"2,943",tt10545076,movie,N/A,"$4,809,800",N/A,N/A,True,
The Bad Guys: The Movie,2019,Not Rated,20 Sep 2019,114 min,"Action, Crime, Thriller",Yong-ho Son,Jung-hoon Han,"Ma Dong-seok, Kim Sang-jung, Kim Ah-jung",A bus transporting the inmates is flipped resulting in the felons escaping. In order to round up and once again incarcerate the criminals the cops form a special task force that needs to work in haste. The chief detective forms a ...,"Korean, Japanese",South Korea,N/A,https://m.media-amazon.com/images/M/MV5BMWFjODhiMmEtZDIyYi00MzFhLWE4NGEtMTg3ODEwZDQyMzhhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,"2,692",tt10726604,movie,N/A,"$166,972",N/A,N/A,True,
Saga of Tanya the Evil - The Movie,2019,Not Rated,16 May 2019,115 min,"Animation, Action, Adventure",Yutaka Uemura,"Carlo Zen, Kenta Ihara, Chika Tôjô","Susumu Akagi, Takatsugu Awazu, Chô","Tanya Degurechaff continues her misadventures, avoiding death and being sent to hell, while battling the forces of the Republic Army.",Japanese,Japan,1 nomination total,https://m.media-amazon.com/images/M/MV5BMjk5NWQ2YjEtNDI4ZC00MDRhLWJiMzItMWRkNWRjZWNhMWI4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,"1,740",tt9507276,movie,N/A,"$288,460",N/A,N/A,True,
The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,2019,N/A,28 Oct 2019,13 min,"Documentary, Short",N/A,N/A,"Charles Baker, Jonathan Banks, Melissa Bernstein","A look behind the scenes of El Camino (2019), with interviews of those involved.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMzBlNTdjZTctZTEzZi00MjY0LTgyNzMtNTk2ODI0Mjc3ZDQ5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,"1,627",tt11151792,movie,N/A,N/A,N/A,N/A,True,
A Christmas Movie Christmas,2019,Unrated,27 Oct 2019,88 min,"Comedy, Fantasy, Romance",Brian Herzlinger,"Brant Daugherty, Kimberly Daugherty","Brant Daugherty, Lana McKissack, Kimberly Daugherty","After making a Christmas Eve wish to Santa, two sisters wake up inside a Christmas movie.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNzI1ZDY5MGUtNTlmNi00OTEzLTgwNWQtOGUzZDRlMTE3OWQ2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,"1,583",tt11096888,movie,N/A,N/A,N/A,N/A,True,
The Confidence Man JP: The Movie,2019,N/A,17 May 2019,116 min,"Comedy, Crime",Ryô Tanaka,Ryôta Kosawa,"Masami Nagasawa, Masahiro Higashide, Shinya Kote","The con artists: Dako (Masami Nagasawa), Boku-chan (Masahiro Higashide), and Richard (Fumiyo Kohinata) attempt to steal the diamond from a member of the triad in Hong Kong, who is cold-blooded and appropriately called ""Ice Princess.""","Japanese, Cantonese",Japan,1 win total,https://m.media-amazon.com/images/M/MV5BZjlhZTU3ZWItZWRiZS00ODc4LTk5NWYtOTcwODU4NDJlNGUwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,"1,556",tt9552258,movie,N/A,N/A,N/A,N/A,True,
Helsreach: The Movie,2019,N/A,01 Apr 2019,150 min,Sci-Fi,Richard Boylan,Aaron Dembski-Bowden,Jonathan Keeble,The Black Templars and the Astra Militarum's Steel Legion fend off a massive ork waaagh during the 3rd battle for Armageddon.,English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BOTRhZTEwYWMtYTRjNC00YjQ2LTgyMzMtOGJjY2U1YzdlOWZlXkEyXkFqcGdeQXVyODA2NjcyMTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.9/10'}]",N/A,8.9,"1,426",tt12820524,movie,N/A,N/A,N/A,N/A,True,
Ejen Ali: The Movie,2019,TV-G,28 Nov 2019,97 min,"Animation, Action, Adventure",Muhammad Usamah Zaid,"Muhammad Usamah Zaid, Mohd Faiz Hanafiah, Shafiq Isa","Ida Rahayu Yusoff, Noorhayati Maslini, Shafiq Isa","After being accidentally recruited as a spy, 12-year-old Ejen Ali has now grown to embrace his role in secret agency Meta Advance Tactical Agency (MATA) to protect the futuristic city of Cyberaya from outside threats.","Malay, English",Malaysia,2 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BMjQwODliMjAtOTg5Ni00ZjAzLTgyOTYtYzllMTYyMjc4ZmQyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,"1,418",tt9020536,movie,N/A,N/A,N/A,N/A,True,
BoBoiBoy Movie 2,2019,TV-Y,08 Aug 2019,120 min,"Animation, Action, Adventure","Nizam Razak, Dzubir Mohamed Zakaria","Nizam Razak, Anas Abdul Aziz, Jeffrey Hylton","Nur Fathiah Diaz, Nizam Razak, Yap Ee Jean",BoBoiBoy and his friends have been attacked by a villain named Retak'ka who is the original user of BoBoiBoy's powers. He seeks to take back his powers from him to become the most powerful person and dominate the galaxy.,"Malay, Vietnamese, English",Malaysia,1 nomination,https://m.media-amazon.com/images/M/MV5BYWNjMjY0ZjgtNjg0Zi00ZGNjLWJmM2MtZmYzZTU2NTU4OWM2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,"1,083",tt10419266,movie,N/A,N/A,N/A,N/A,True,
Watching This Movie Is a Crime,2019,N/A,06 Jan 2021,91 min,"Drama, Thriller",Reza Zehtabchian,Reza Zehtabchian,"Mahdi Zaminpardaz, Amir Aghaee, Linda Kiani",Amir is a young member of Basidj and his father is a martyr of war. But when Amir's pregnant wife is being beaten by a stranger in the street and loses her child he decides to take action.,Persian,Iran,1 nomination,https://m.media-amazon.com/images/M/MV5BNTYxMDE4YjEtNzdkZC00YzA5LThlMTUtZTVjZDNmMjBiMDkxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",N/A,5.4,832,tt9899860,movie,N/A,N/A,N/A,N/A,True,
The Old Man Movie,2019,N/A,27 Sep 2019,88 min,"Animation, Comedy","Oskar Lehemaa, Mikk Mägi","Oskar Lehemaa, Mikk Mägi, Peeter Ritso","Mikk Mägi, Oskar Lehemaa, Jan Uuspõld",An outrageous road movie about The Old Man and his grand-kids in a 24 hour race against time to stop a milky madman hell bent on killing his prized cow to save the world.,Estonian,Estonia,4 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMDExYTVhNWEtNTc1NC00OGQ2LWE4MWItZGUxMTAzOGE4Y2IyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,6.2,679,tt11020466,movie,N/A,N/A,N/A,N/A,True,
Sound! Euphonium the Movie - Our Promise: A Brand New Day,2019,Not Rated,19 Apr 2019,100 min,"Animation, Drama, Music","Tatsuya Ishihara, Yasuhiro Takemoto","Ayano Takeda, Jukki Hanada","Tomoyo Kurosawa, Chika Anzai, Moe Toyota",The story of Oumae Kumiko and others as second-year students.,Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BMzk3ZTQ1ZmItNTc5OC00YjU2LThhZGYtOGY1NzVkNWNhNjJjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,575,tt7089882,movie,N/A,"$90,341",N/A,N/A,True,
Ott Tänak: The Movie,2019,N/A,12 Apr 2019,125 min,"Documentary, Sport",Tarvo Mölder,Kaidi Klein,"Colin Clark, Martin Järveoja, Ivar Tänak","A rare glimpse on the life and career of an otherwise reclusive World Rally Championship driver from Estonia. Often characterized as shy, retiring but headstrong, stubborn and with ""a big ego"", Ott Tänak puts all of his heart and ...","Estonian, English",Estonia,2 nominations,https://m.media-amazon.com/images/M/MV5BYTEwNGM1OWEtNmVkMy00ODVlLWJiMTctZjY0ZWI0NWJmYTVlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,512,tt9904844,movie,N/A,N/A,N/A,N/A,True,
Steam Room Stories: The Movie,2019,N/A,29 Mar 2019,95 min,Comedy,J.C. Calciano,"J.C. Calciano, William Plyler, Rich Procter","Traci Lords, Eric D'Agostino, Toneey Acevedo",Failing cosmetics magnate Sally Fay will stop at nothing to possess the waters of the Steam Room to help lift her sagging empire. What she doesn't count on is the Steam Room Guys banding together to thwart her evil plans.,"English, Spanish, Sanskrit, Italian",United States,1 win total,https://m.media-amazon.com/images/M/MV5BYTk5ZTg2NTktOTg1Yy00YTA2LTgwMWEtMDE0ZWI3YTBhYWRlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}]",N/A,4.6,403,tt8483220,movie,N/A,N/A,N/A,N/A,True,
Trinity Seven The Movie 2: Heavens Library & Crimson Lord,2019,R,29 Mar 2019,63 min,"Animation, Action, Comedy",Hiroshi Nishikiori,"Saito Kenji, Akinari Nao","Yoshitsugu Matsuoka, Yumi Hara, Aya Uchida","Bringing back Arata, Lilith and the rest of the Trinity Seven to face off against the greatest enemy in the history of the team; Lilith's own father, the strongest Demon Lord, who challenges Arata, now a Demon Lord candidate herself.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BZDExMDY0NzQtZTZhMi00MGY5LWFhNGMtODRmYmVjNDBlODhkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,387,tt9826484,movie,N/A,"$15,712",N/A,N/A,True,
This Is Not a Movie,2019,Not Rated,18 Apr 2020,106 min,"Documentary, Action, Biography",Yung Chang,"Yung Chang, Nelofer Pazira","Robert Fisk, Amira Hass, Nirmeen Hazineh",The groundbreaking and often game-changing reporting of legendary foreign correspondent and author Robert Fisk is profiled in the latest from acclaimed documentarian Yung Chang (Up the Yangtze).,"English, Arabic","Canada, Germany",1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BZjQzNTljMDMtYjk4OC00NDlmLWEzYmItYjY0ZmQ2NTRkYjhhXkEyXkFqcGdeQXVyOTg5Nzg2Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.6,356,tt10728282,movie,N/A,N/A,N/A,N/A,True,
Going Attractions: The Definitive Story of the Movie Palace,2019,N/A,10 Oct 2019,84 min,"Documentary, Family, History",April Wright,April Wright,"Richard L. Fosbrink, Bob Boin, Jerald Gray","The evolution of the movie business over the past century, from penny arcades and nickelodeons, to the grand movie palaces built by the studios, and what happened over the years as they were challenged by television and cell-phone...",English,"Australia, United States",2 wins total,https://m.media-amazon.com/images/M/MV5BMWYzZDFiNTctMDZmMC00NjQ4LWExZTQtMjI5Nzg0MjI2ZDVjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}]",N/A,7.5,310,tt7248524,movie,N/A,"$6,763",N/A,N/A,True,
Love Live! Sunshine!! The School Idol Movie: Over The Rainbow,2019,TV-14,06 Aug 2019,100 min,"Animation, Comedy, Music",Kazuo Sakai,"Hajime Yatate, Sakurako Kimino, Jukki Hanada","Anju Inami, Rikako Aida, Nanaka Suwa","When Kanan and Dia disappear while visiting Mari on Italy, Chika and the rest of the Aqours have no choice but to reach the ""Belpaese"" themselves and search for them.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BNTdkODlmOTktZTBkYi00ZmYwLThiYTUtYWZjZWJhOGM0NmRjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,269,tt8659948,movie,N/A,"$34,135",N/A,N/A,True,
Ibiza: The Silent Movie,2019,N/A,05 Jul 2019,91 min,Documentary,Julien Temple,N/A,"Mark 'Bez' Berry, Claire Davis, Cathal Smyth","Charts the history of the island Ibiza, leading to its current status as the clubbing capital of the world.",N/A,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BOTYwODM5MWYtY2YzYi00NzE1LTk3NzctMDhmZmVkODc4NGQ2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}]",N/A,6.0,252,tt5788598,movie,N/A,N/A,N/A,N/A,True,
The Earthing Movie,2019,N/A,22 Feb 2019,75 min,Documentary,"Joshua Tickell, Rebecca Harrell Tickell","Joshua Tickell, Rebecca Harrell Tickell","Deepak Chopra, Mariel Hemingway, Clint Ober",The Earthing Movie is a documentary that reveals the scientific phenomenon of how we can heal our bodies by doing the simplest thing that a person can do - standing barefoot on the earth.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMWU3NzEzMzctYTU4My00N2ZhLWJiNjItZWMyOWNjOWIwN2M0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,240,tt12927426,movie,N/A,N/A,N/A,N/A,True,
Sumikko Gurashi the Movie: The Unexpected Picture Book and the Secret Child,2019,N/A,08 Nov 2019,65 min,"Animation, Adventure, Family",Mankyu,N/A,"Yoshihiko Inohara, Manami Honjô","Sumikko and friends discover a pop-out picture book in the basement of Cafe Sumikko, their favorite coffee shop. As they look at the book, the pop-ups suddenly start moving and Sumikko and friends get sucked into the book.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BMGExYjg2MDctNzBiYS00ODA0LWEwNGYtZWE5ODBhYmQzYTUzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,232,tt11311968,movie,N/A,N/A,N/A,N/A,True,
The Great Indian Road Movie,2019,N/A,10 May 2019,120 min,"Adventure, Drama, Family",Sohan Lal India,"Sohan Lal India, Sohan Lal","Vijay Anand, Anila, Master Ashray","On regaining his vision after a cornea transplant, a nine-year-old boy embarks on a journey to explore India along with his father.","Malayalam, Hindi, Tamil, Punjabi, Assamese",India,N/A,https://m.media-amazon.com/images/M/MV5BZDRjNjljOWEtOWRiZC00ZjZmLWFmYTAtOWY5Mzk3MmEyZjY5XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,212,tt8396492,movie,N/A,N/A,N/A,N/A,True,
Churchill and the Movie Mogul,2019,N/A,24 Jan 2019,60 min,"Documentary, Biography",John Fleet,N/A,"Dilly Barlow, Charles Barr, Ian Beyts",How Britain's wartime leader and its only ever movie mogul changed the course of history.,English,United Kingdom,2 wins,https://m.media-amazon.com/images/M/MV5BMDI2OTJmMTAtMGYzNi00MDM4LWJhNGYtNTk0MGNkMTJhODhlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,207,tt9461284,movie,N/A,N/A,N/A,N/A,True,
Si Doel the Movie 2,2019,N/A,04 Jun 2019,95 min,"Drama, Romance",Rano Karno,Rano Karno,"Rano Karno, Maudy Koesnaedi, Cornelia Agatha","The news that her husband, Doel, met with his ex-lover and child makes Zaenab confused in choosing: to defend his marriage with Doel, or to let him go. Zaenab tries to find answers to the fate she has to choose.",Indonesian,Indonesia,2 nominations total,https://m.media-amazon.com/images/M/MV5BMzhjYjQ4MmYtZDllMC00N2Q3LWFlNjUtMTk2ZGExNGY3MWQ3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,201,tt10290062,movie,N/A,N/A,N/A,N/A,True,
Max Steiner: Maestro of Movie Music,2019,N/A,01 Nov 2019,120 min,"Documentary, Biography, Music",Diana Friedberg,Lionel Friedberg,"Max Steiner, Lionel Friedberg, Ray Faiola","A look at the life and work of the Austrian composer who pioneered the musical scoring of films - hundreds of them - from King Kong, to Gone with the Wind, to Casablanca and beyond.",English,United States,1 win,https://m.media-amazon.com/images/M/MV5BODcxMzg3NjUtMWU1NS00NTAxLTljYzctNDk1ZDkwNTU2MDUyXkEyXkFqcGdeQXVyMDYxMTUwNg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,193,tt11789508,movie,N/A,N/A,N/A,N/A,True,
Out and About Movie 2: Las Vegas Adventure,2019,Not Rated,20 Aug 2019,78 min,"Documentary, Comedy",Brendan Mitchell,N/A,"Brendan Mitchell, Gabriel Mercado, Frankie Pozos",YouTubers Brendan Mitchell and his pint-sized sidekick Gabriel Mercado make their long-awaited return to Sin City. They double-down with new crew members and a mysterious fanny pack.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYzM3OWIzNGEtYjJlMi00MWE1LWFmN2EtODk0OGMwNDczZWVlXkEyXkFqcGdeQXVyMzM0Mzk2MjY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,167,tt10013072,movie,N/A,N/A,N/A,N/A,True,
Watch Movie Free Online,2019,N/A,01 Apr 2019,45 min,"Action, Adventure, Comedy",Sergey A.,Sergey A.,"Sergey A., Mykola Yeriomin, Ustarkhan Bekmurzaev",The local TV director present new low budget projects for help TV channel. But these projects are very strange and crazy.,Russian,Russia,N/A,https://m.media-amazon.com/images/M/MV5BNGJkYjlkNWEtYzhlNC00NDkzLWI4NWQtYjk5OWQ5MTRkYTA3XkEyXkFqcGdeQXVyNDcwNDE0Nzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,160,tt10096422,movie,N/A,N/A,N/A,N/A,True,
