Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
Pokémon the Movie: Hoopa and the Clash of Ages,2015,TV-Y7,19 Dec 2015,79 min,"Animation, Action, Adventure",Kunihiko Yuyama,"Atsuhiro Tomioka, Satoshi Tajiri, Jun'ichi Masuda","Rica Matsumoto, Ikue Ôtani, Mayuki Makiguchi","Ash, Pikachu, and their friends meet the mythical Pokémon Hoopa. The little Pokémon likes to use his talent to play harmless tricks on people. When its true power is released, it loses control and becomes the terrifying Hoopa Unbo...","Japanese, English",Japan,N/A,https://m.media-amazon.com/images/M/MV5BOTc4MzA2OTg1OF5BMl5BanBnXkFtZTgwNzcyNDAwODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,"2,290",tt4503906,movie,N/A,N/A,N/A,N/A,True,
B-Movie: Lust & Sound in West-Berlin 1979-1989,2015,N/A,08 Feb 2015,92 min,"Documentary, Music","Jörg A. Hoppe, Heiko Lange, Klaus Maeck","Jörg A. Hoppe, Klaus Maeck, Heiko Lange","Andi, Bela B., Blixa Bargeld","Unreleased footage captures West Berlin's underground scene in the 1980s, from punk to Love Parade, portraying the city's creative energy before the Berlin Wall fell.","English, German",Germany,1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ4ODIxMzk3Nl5BMl5BanBnXkFtZTgwNTMyNzg4NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,"2,229",tt4291066,movie,N/A,N/A,N/A,N/A,True,
Everyone Is Psychic!: The Movie,2015,N/A,04 Sep 2015,114 min,"Comedy, Drama, Mystery",Sion Sono,"Kiminori Wakasugi, Sion Sono","Mika Akizuki, Tokio Emoto, Motoki Fukami","After receiving a cosmic blast while masturbating, a virginal teenager gains psychic powers and joins a group of ESP virgins in order to defend the world from evil psychics.","Japanese, English",Japan,N/A,https://m.media-amazon.com/images/M/MV5BYTBmOTIwZTctODUwMS00ZDdjLWE2ZmYtYzU1ZTFlODhhN2U1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",N/A,5.4,"1,130",tt4473370,movie,N/A,N/A,N/A,N/A,True,
No Home Movie,2015,Not Rated,24 Feb 2016,115 min,Documentary,Chantal Akerman,Chantal Akerman,"Chantal Akerman, Natalia Akerman, Sylvaine Akerman","Filmmaker Chantal Akerman documents the life of her mother Natalia Akerman, a Polish immigrant and survivor of Auschwitz.","French, English, Spanish","Belgium, France",3 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BMjA4Mjk5ODI2NV5BMl5BanBnXkFtZTgwOTg5ODA1ODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,6.6,"1,130",tt4881016,movie,N/A,"$32,757",N/A,N/A,True,
Minions: Mini-Movie - Competition,2015,G,08 Dec 2015,4 min,"Animation, Short, Adventure","Kyle Balda, Julien Soret","Ken Daurio, Cinco Paul","Pierre Coffin, Chris Renaud",Two minions get in a competition.,English,"United States, France",N/A,https://m.media-amazon.com/images/M/MV5BZmViZTYxYzYtYzAyYi00NTY2LTkxNWItZjRiNzE4MDE3MmRjXkEyXkFqcGdeQXVyNjA3OTI5MjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,"1,113",tt5223342,movie,N/A,N/A,N/A,N/A,True,
Safety First: The Movie,2015,N/A,16 Dec 2015,92 min,Comedy,Tim van Aelst,David Vennix,"Matteo Simoni, Bruno Vanden Broecke, Ruth Beeckmans",Security team 'Safety First' accepts its biggest challenge so far: guarding the famous electronic music festival Tomorrowland.,"Flemish, Dutch",Belgium,1 nomination,https://m.media-amazon.com/images/M/MV5BYTIwNzBjNDItNTcxYy00NmQxLWE4NDQtMWM0Mzc0ZjczZDgwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,"1,009",tt4453306,movie,N/A,N/A,N/A,N/A,True,
Blinky Bill the Movie,2015,PG,02 Aug 2019,93 min,"Animation, Adventure, Family",Deane Taylor,"Fin Edquist, Dorothy Wall","Billy Birmingham, Toni Collette, Charlotte Rose Hamlyn","An adventurous young koala embarks on a journey across the wild and dangerous Australian outback in the hope of finding his missing father, but he soon discovers that there is more to being a hero than meets the eye.",English,"Australia, Ireland, India",1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BMTg3NjI5OTUzMV5BMl5BanBnXkFtZTgwNjE3NDI3NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}]",N/A,5.1,906,tt3700456,movie,N/A,N/A,N/A,N/A,True,
Love Live! The School Idol Movie,2015,Not Rated,13 Jun 2015,99 min,"Animation, Comedy, Drama",Takahiko Kyôgoku,"Jukki Hanada, Sakurako Kimino, Takahiko Kyôgoku","Erica Lindbeck, Cristina Valenzuela, Kira Buckland","The story of the film begins after the events of the second season, at the graduation ceremony of the third-year students. Knowing that the graduation of the third-year members means the end of u's, the nine girls take a walk arou...",Japanese,Japan,2 nominations,https://m.media-amazon.com/images/M/MV5BMjQzODQzNzQ0MV5BMl5BanBnXkFtZTgwNDYzMDUxODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,669,tt3837248,movie,N/A,"$115,840",N/A,N/A,True,
PERSONA3 the Movie #3 Falling Down,2015,Not Rated,04 Apr 2015,87 min,"Animation, Action, Adventure",Keitarô Motonaga,"Jun Kumagai, Kazuma Kaneko, Koji Okada","Nobutoshi Canna, Sanae Fuku, Hideyuki Hori",The fight of the protagonist and his group S.E.E.S. with the strange monsters called 'Shadows' is getting closer to the end. Makoto and his allies engage in life-or-death battles with Shadows in order to end the Dark Hour.,Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BMzcwNjVlOTQtOTI4MC00OGM4LWE5OTMtNjc4NGE0N2ExYmQ3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,549,tt4331400,movie,N/A,N/A,N/A,N/A,True,
Date a Live Movie: Mayuri Judgement,2015,M,26 Feb 2016,72 min,"Animation, Action, Comedy",Keitarô Motonaga,"Kôshi Tachibana, Hideki Shirane","Nobunaga Shimazaki, Marina Inoue, Misuzu Togashi","A huge sphere suddenly begins to emit a mysterious spiritual wave in Tengu City and disrupts its peace. A mysterious, beautiful girl shows up at the same time. Secretly, what is her purpose to cast her line of sight to Shido and t...",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BNmEzZjFiZjMtYjY5My00MzhkLWI1ZmUtNDM4ZDIzZDk5ZWQ3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,523,tt5331768,movie,N/A,N/A,N/A,N/A,True,
Crayon Shin-chan Movie 23: Ora No Hikkoshi Monogatari - Saboten Daisuugeki,2015,N/A,19 Apr 2015,103 min,"Animation, Action, Adventure",Masakazu Hashimoto,"Yoshito Usui, Kimiko Ueno","Keiji Fujiwara, Koyuki Hashimoto, Hiroaki Hirata",This is the story of the transfer of shinchan's family to mexico where they unintentionaly unravel the secret of some mysterious cactus,Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BYWFjNzFjZGMtMmI4YS00YzkzLTkwMGMtNDI4YTcyM2YxZjI4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,514,tt4691348,movie,N/A,N/A,N/A,N/A,True,
Haikyuu!! The Movie 1: The End and the Beginning,2015,N/A,03 Jul 2015,89 min,"Animation, Comedy, Drama",Susumu Mitsunaka,"Haruichi Furudate, Taku Kishimoto","Ayumu Murase, Kaito Ishikawa, Satoshi Hino",Compilation film of the first half of the first season of the anime Haikyu!! (2014).,Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BNzRmY2VjYWUtMGRiZS00MzEyLWJjMTktZWQ0Nzk1NDNkNDU4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,507,tt5443130,movie,N/A,N/A,N/A,N/A,True,
Boca Juniors 3D: The Movie,2015,N/A,27 Aug 2015,108 min,"Documentary, Family, Sport",Rodrigo H. Vila,Rodrigo H. Vila,"Roberto Abbondanzieri, Rodolfo Arruabarrena, Guillermo Barros Schelotto","Revisits the successful history of Argentinian football club, Boca Juniors.",Spanish,Argentina,N/A,https://m.media-amazon.com/images/M/MV5BMTk3MTg2MDg0OV5BMl5BanBnXkFtZTgwMTcwODA2NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,438,tt3729222,movie,N/A,N/A,N/A,N/A,True,
2015 MTV Movie Awards,2015,N/A,12 Apr 2015,N/A,"Comedy, Music","Hamish Hamilton, Ryan McFaul","Jeremy Beiler, Hallie Cantor, Kim Caramele","Amy Schumer, Channing Tatum, Vin Diesel","In the biggest movie awards show event of the season, MTV gathers a large selection of stars to entertain.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTUwNTI1OTU5MV5BMl5BanBnXkFtZTgwNDc5NDUxNTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}]",N/A,4.1,431,tt4577398,movie,N/A,N/A,N/A,N/A,True,
New Initial D the Movie: Legend 2 - Racer,2015,N/A,23 May 2015,65 min,"Animation, Sport","Tomohito Naka, Masamitsu Hidaka","Shuichi Shigeno, Mayori Sekijima","Christopher Bevins, Adrienne Branz, Charles C. Campbell","After his unexpected victory over Red Sun's Keisuke, Takumi newfound fame brings forth a formal challenge from the Myogi NightKids leader, Takeshi Nakazato.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BMzY4MDEyYjUtMDUzNi00MGI0LWFkZGUtMTJmYjY3OWM2OTMzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,373,tt4971484,movie,N/A,N/A,N/A,N/A,True,
Dr. Jekyll and Mr. Hyde: The Game - The Movie,2015,N/A,24 Nov 2015,4 min,"Short, Comedy",James Rolfe,"James Rolfe, Robert Louis Stevenson","Bradley Kristian Wrenn, Jenna Horton, Tara Demmy","The most dreaded NES game has come to life as a major motion picture. See Jekyll fight off an angry mob of villagers, animals, birds, and insects as he slowly walks to the church where his bride to be is. See Mr. Hyde fighting var...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZWJhNThjOWItYWNlNi00OGY2LTljODQtNTlmN2NmODAxM2NjXkEyXkFqcGdeQXVyMTQzMjU1NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,345,tt5227978,movie,N/A,N/A,N/A,N/A,True,
Violent Shit: The Movie,2015,N/A,17 Jul 2015,82 min,Horror,Luigi Pastore,"Emanuele Barbera, Luigi Pastore, Lucio Massa","Matteo Pastore, Stefania Visconti, Lilli Carati",Rome is shattered by a series of gruesome murders that paint the Eternal City deep red. The suspicion grows that these atrocious crimes are connected with the return of one of the most heinous serial killers of our time - Karl the...,English,"Italy, Germany",N/A,https://m.media-amazon.com/images/M/MV5BMTQyOTk4OTI1OV5BMl5BanBnXkFtZTgwMjE0Mzk0MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.7/10'}]",N/A,2.7,334,tt4198186,movie,N/A,N/A,N/A,N/A,True,
Roxy: The Movie,2015,N/A,30 Oct 2015,116 min,"Documentary, Music",Frank Zappa,Frank Zappa,"Frank Zappa, Ruth Underwood, Napoleon Murphy Brock","A concert movie showing a performance by the much-loved 1973 incarnation of the Mothers of Invention. An incredible cast of musicians treat us to a selection of blistering, pointillist jazz rock, hilariously funny asides and lyric...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYzQyM2YzMTctYzk0Yy00YmY3LTgxZTItN2M5ODhkMTdiODI1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",N/A,8.6,323,tt5186078,movie,N/A,N/A,N/A,N/A,True,
Atop the Fourth Wall: The Movie,2015,N/A,24 Nov 2015,120 min,"Comedy, Sci-Fi, Thriller","Jessica Kitrick, Lewis Lovhaug",Lewis Lovhaug,"Nash Bozard, Teresa Dietzinger, Brad Jones",A witty comic book reviewer gears up to save the world from the forces of ultimate evil.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOWI1ZmIyZDgtYTkxNi00N2ZmLTk1Y2ItODAyYjFlN2M2MTlmXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.2/10'}]",N/A,3.2,307,tt4636064,movie,N/A,N/A,N/A,N/A,True,
Haikyuu!! The Movie 2: The Winner and the Loser,2015,N/A,18 Sep 2015,88 min,"Animation, Comedy, Drama",Susumu Mitsunaka,"Haruichi Furudate, Taku Kishimoto","Ayumu Murase, Kaito Ishikawa, Satoshi Hino",Compilation film of the second half of the first season of the anime Haikyu!! (2014).,Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BMmVjNDQ4NzYtYWRiZS00MjM5LTg2ZmYtYTRiZjk1OGY4NGI0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,306,tt5445056,movie,N/A,N/A,N/A,N/A,True,
Mozu the Movie,2015,N/A,07 Nov 2015,116 min,"Action, Crime, Drama",Eiichirô Hasumi,Go Ohsaka,"Hiroki Hasegawa, Sôsuke Ikematsu, Yûsuke Iseya","Set six months after Naotake (Hidetoshi Nishijima) learned the truth behind his wife's death. Naotake works for the Tokyo Metropolitan Police Department Public Security Bureau, but feels worn out. Ryota (Teruyuki Kagawa) quit the ...",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BNTIzMzg0ODItOGQxMi00MzQ4LWIxYjQtNmM5M2Q2MzUwNzY5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]",N/A,4.8,269,tt4214024,movie,N/A,N/A,N/A,N/A,True,
Rat Movie 2: The Movie,2015,N/A,07 Apr 2015,10 min,"Animation, Short, Comedy",Jeremy Harrington,Jeremy Harrington,"Jeremy Harrington, Steven Serge, Boo","Rats, Rats, we are the Rats. Celebrating yet another birthday bash. Michael. It's your birthday today. Cake and ice cream is on it's way.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYWJmMzY5NWQtMWRjZi00YjIyLWE2MjMtNTBjMTY1ZDA5YjhlXkEyXkFqcGdeQXVyNzk0ODcyNDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,267,tt7456044,movie,N/A,N/A,N/A,N/A,True,
Bigfoot the Movie,2015,Not Rated,29 May 2015,96 min,Comedy,Jared Show,"Jared Show, Curt Wootton","Curt Wootton, Joanie Dodds, Jared Show","Bigfoot has come to the town of Ellwood City, PA and is causing BIG problems. Now it's up to four town locals, Chuck, Dale, Burl and Kate to take him down.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjIwNDcwOTk0MF5BMl5BanBnXkFtZTgwNTMxOTA4MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,251,tt4637832,movie,N/A,N/A,N/A,N/A,True,
Dumb Criminals: The Movie,2015,N/A,03 Feb 2015,90 min,Comedy,Paul Fenech,Paul Fenech,"Paul Fenech, Kevin Taumata, Alex Romano","Rabbit and Rongo, two dumb but kind-hearted criminals, want to help a young girl get the medical treatment she needs. Inspired by true crimes around the world, they attempt to raise money through a series of dumb plans and hopeles...",English,Australia,N/A,https://m.media-amazon.com/images/M/MV5BNTQzN2MyNzEtNzY4Ni00YWQ0LWFkNmUtNTBmOTYwODVkMjM5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}]",N/A,4.6,224,tt4734082,movie,N/A,N/A,N/A,N/A,True,
The3Tails Movie: A Mermaid Adventure,2015,N/A,01 Aug 2015,61 min,Family,"Andrés Garretón, Meredith Scott Lynn",Gill Pringle,"Natasha Garretón, Sofia Garretón, Marlena Lerner",YouTube mermaid sensations splash into the big screen.,English,United States,1 win total,https://m.media-amazon.com/images/M/MV5BNTQ1ODgwNDc2MF5BMl5BanBnXkFtZTgwNzE4MjM5NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.1/10'}]",N/A,3.1,214,tt3391348,movie,N/A,N/A,N/A,N/A,True,
The Great European Disaster Movie,2015,N/A,16 Feb 2015,87 min,Documentary,Annalisa Piras,Annalisa Piras,"Angus Deayton, Flavia Piras Trow, John Arthur","30,000ft: sometime in the not-so-distant future. Eight year old Jane Monetti sits aboard an aeroplane destined for Berlin Tempelhof, but all is not well. Far below her is a post-Union Europe and countries that collaborated happily...",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMTk2MTgxNjcwOV5BMl5BanBnXkFtZTgwODI2ODcxNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,204,tt4288614,movie,N/A,N/A,N/A,N/A,True,
Knights of Sidonia: The Movie,2015,N/A,06 Mar 2015,134 min,"Animation, Action, Adventure","Kôbun Shizuno, Hiroaki Andô, Hiroyuki Seshita","Sadayuki Murai, Tsutomu Nihei","Satomi Arai, Hisako Kanemoto, Eri Kitamura",A recap of the first season of Sidonia no Kishi with additional scenes and re-edited sound effects.,Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BYTNiMjhiZjktY2RkZC00MGI0LWI5NzUtZjIxZWFiMmYwZjkyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,147,tt6912714,movie,N/A,N/A,N/A,N/A,True,
Queer Movie Butterfly,2015,N/A,18 Jul 2015,72 min,Drama,Inkyu Baek,Inkyu Baek,"Daeyoung Kim, Yeongdeok Lim, Gwangmu Moon","This is a story about gay host bar, shedding a more humane light on the hosts and focusing on their stories.",Korean,South Korea,N/A,https://m.media-amazon.com/images/M/MV5BNzRiY2IxNDQtNGIwZi00Nzg3LWIwZmQtM2NhYmJiYzU3M2Q1XkEyXkFqcGdeQXVyNTE3NzczODQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,122,tt5358748,movie,N/A,N/A,N/A,N/A,True,
HeavySaurus: The Movie,2015,N/A,27 Nov 2015,85 min,"Family, Fantasy, Music",Pekka Karjalainen,"Veli-Pekka Hänninen, Antero Arjatsalo, Heikki Salo","Milo Snellman, Salli Siivonen, Olavi Tikka","Heavysaurs is a partly animated live action family adventure about two kids who find five funny dinosaur creatures that love to eat and play rock music. When the creatures are taken into captivity, their rescue takes the kids on a...",Finnish,Finland,N/A,https://m.media-amazon.com/images/M/MV5BMjE4NDIyOTY3MV5BMl5BanBnXkFtZTgwNDM0NjM4NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,112,tt3806888,movie,N/A,N/A,N/A,N/A,True,
